Requisition,Questionnaire_for_External_Career_Sites_Reference,Questionnaire_for_Internal_Career_Site_Reference,Supervisory_Organization_Reference,Position_Reference,Spotlight_Job,Scheduled_Weekly_Hours,Time_Type_Reference,Primary_Job_Posting_Location_Reference,Primary_Location_Reference,Position_Worker_Type_Reference,Worker_Type_Reference,Job_Profile_Reference,Target_Hire_Date,Recruiting_Start_Date,Job_Requisition_Status_Reference,DateCreated_TaylorMorrisonDatalake,DateModified_TaylorMorrisonDatalake,RequisitionReason
RW1681,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801dbb44f3830ba016411""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Finance Controller""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801329f5eb807d5008d6f""},{""@wd:type"":""Position_ID"",""#text"":""WL558231""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e370df01ed""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Part_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1680,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801dbb44f3830ba016411""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Finance Controller""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578010843f0a807d500856f""},{""@wd:type"":""Position_ID"",""#text"":""WL558181""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1679,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586e96dab456bb0""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578010e392e23537300df1e""},{""@wd:type"":""Position_ID"",""#text"":""WL228018""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1678,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102915887008334a6ca4""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Land Development Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578019611ac19537300d31e""},{""@wd:type"":""Position_ID"",""#text"":""WL557885""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1677,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102915887330290d6ca7""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Purchasing Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801db90cd0f537300c71e""},{""@wd:type"":""Position_ID"",""#text"":""WL557389""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1676,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102915887008334a6ca4""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Land Development Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801bd366904537300bb1e""},{""@wd:type"":""Position_ID"",""#text"":""WL557353""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1675,,,"[{""@wd:type"":""WID"",""#text"":""3a536ab6f90d10b683fb75176b65ad0c""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Sales & Marketing Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801837036fa527300b11e""},{""@wd:type"":""Position_ID"",""#text"":""WL557980""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1674,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586e96dab456bb0""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801e6be07ef527300a71e""},{""@wd:type"":""Position_ID"",""#text"":""WL558647""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1673,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051029158869a79b296c9e""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Construction Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801d1f1b4e45273009b1e""},{""@wd:type"":""Position_ID"",""#text"":""WL558057""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1672,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051029158869a79b296c9e""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Construction Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801c70e98da5273008f1e""},{""@wd:type"":""Position_ID"",""#text"":""WL557938""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1671,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586e96dab456bb0""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e5780190b9cfd0527300851e""},{""@wd:type"":""Position_ID"",""#text"":""WL558385""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d905264ed5bf1""},{""@wd:type"":""Location_ID"",""#text"":""CA - Bay Area""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1670,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff1998301571220efa30502f850""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Las Vegas Finance Operations""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f830180e62975dbc3015143""},{""@wd:type"":""Position_ID"",""#text"":""WL555553""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001869e652789d01f81dc""},{""@wd:type"":""Location_ID"",""#text"":""NV - Las Vegas""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001869e652789d01f81dc""},{""@wd:type"":""Location_ID"",""#text"":""NV - Las Vegas""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1669,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff1998301571220efa30502f850""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Las Vegas Finance Operations""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f83017d277b67dbc3014543""},{""@wd:type"":""Position_ID"",""#text"":""WL558384""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001869e652789d01f81dc""},{""@wd:type"":""Location_ID"",""#text"":""NV - Las Vegas""}]","[{""@wd:type"":""WID"",""#text"":""000e459e232001869e652789d01f81dc""},{""@wd:type"":""Location_ID"",""#text"":""NV - Las Vegas""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1668,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff19983012fb4632cffff011b44""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Portland Finance Operations""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f83012043fa4fe6c201052b""},{""@wd:type"":""Position_ID"",""#text"":""WL557839""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1667,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586735ea8ca6b0b""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Denver Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801d6aed84dca7800c02c""},{""@wd:type"":""Position_ID"",""#text"":""WL557750""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1666,,,"[{""@wd:type"":""WID"",""#text"":""64de2ff19983010c8e50d22b01027e46""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Portland Accounts Payable""}]","[{""@wd:type"":""WID"",""#text"":""47d2dda97f8301951b3042e6c201fd2a""},{""@wd:type"":""Position_ID"",""#text"":""WL557775""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""000e459e2320010c15526407d01f53dc""},{""@wd:type"":""Location_ID"",""#text"":""WA ? Vancouver/Portland""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1665,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b0510291586e57dbbfc6baa""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Finance Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801013ee99e07d5007d6f""},{""@wd:type"":""Position_ID"",""#text"":""WL557310""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
